language_name,Polski
Eagulou_Park_SecretCaveB1F_CoolTrainerMaleMicky_OutroMessage,The rumors were true!
Eagulou_Park_SecretCaveB1F_CoolTrainerMaleMicky_DefeatMessage,This cave isn't THAT well hidden.
Eagulou_Park_SecretCaveB1F_CoolTrainerFemaleShirlee_IntroMessage,I'll show you just how good~you are!
Eagulou_Park_SecretCaveB1F_CoolTrainerFemaleShirlee_OutroMessage,I'm furious!
Eagulou_Park_SecretCaveB1F_CoolTrainerFemaleShirlee_DefeatMessage,You showed me just how good I~was!
Eagulou_Park_SecretCaveB1F_CoolTrainerMaleRyker_IntroMessage,Nope!*Nothing here!
Eagulou_Park_SecretCaveB1F_CoolTrainerMaleRyker_OutroMessage,I don't believe it!
Eagulou_Park_SecretCaveB1F_CoolTrainerMaleRyker_DefeatMessage,Strange sounds are coming from~the basement!*Scary!

Eagulou_Park_SecretCave_B2F_Mewtwo,Mewtwo!
Eagulou_Park_SecretCave_B2F_Switch_Question,Na ścianie jest wyłącznik!~Mam go wcisnąć?
Eagulou_Park_SecretCave_B2F_Switch_Answer_Yes,<Player.Name>: Co to było?
Eagulou_Park_SecretCave_B2F_Switch_Answer_No,<Player.Name>: Kto wie, co może~się zdarzyć, lepiej dmuchać~na zimne.

[Mt. Boulder]
MtBoulder_B1F_Sign_Ruins,Mt. Boulder Ruins
MtBoulder_B1F_Sign_EvolveEevee,Wow!*You made it!*Congratulations, try evolving an Eevee in this freezing cave!
MtBoulder_B1F_Articuno_Cry,Gyaao!
MtBoulder_B1F_Suicune_Cry,Rrroar!
MtBoulder_EndParkRun1,<Player.Name>: Since I sneaked~out of the Park, I guess these~are mine now.
MtBoulder_EndParkRun2_OneBall,<Player.Name> "obtained" a Park Ball!
MtBoulder_EndParkRun2_MoreThanOneBall,<Player.Name> "obtained" Park Balls!

[Bunker]
Bunker_CanPiles,Countless cans of Ho-O's are~stacked on top of each other.
Bunker_Boxes,There must be enough food in~here to last for years!
Bunker_Bookshelves,There are a lot of complex~documents...*They seem to be about Rijon,~Naljo and the Guardians.
Bunker_Bookshelf_Notebook,<Player.Name>: A notebook is~sticking out...*January 17th 2004: I've finally~found a way to get more funds.*I bribed a worker at Owsauri's~Casino and rigged one of the~slot machines.*I left a subtle mark on it, in~case they move it around.*But I must be careful not to~arouse suspicion...
Bunker_PC_Intro,It's an old and dusty PC.
Bunker_PC_Question,This looks like a diary.~Read it?
Bunker_PC_AnswerYes,I spoke to Stella again today.~I wish I hadn't.*She has seen it all. The oceans~will boil from the wrath of the~one with the gaze of fire and~claws of steel.*Once the oceans have~evaporated, it will gallop~across the seabed and~ravage this land I love.*It will be scarred and rendered~but a barren wasteland.*My friends, my family, they~don't want to hear my words.*There will be no survivors.~Rijon is doomed.~I must prepare.
Bunker_PC_Outro,<Player.Name>: The other entries~are password protected.*Were they referring to that~legendary Guardian?*How ominous...

[30 Years Cave]
30YearsCave_PokeFanHoward_IntroMessage,If you can get through here,~you are a master!
30YearsCave_PokeFanHoward_OutroMessage,No! Unbelieveable!
30YearsCave_PokeFanHoward_DefeatMessage,You just got lucky...
30YearsCave_BlackBeltCrunch_IntroMessage,How did you find us?!
30YearsCave_BlackBeltCrunch_OutroMessage,Aiyah!
30YearsCave_BlackBeltCrunch_DefeatMessage,Can you solve this boulder~puzzle?
30YearsCave_JugglerBarney_IntroMessage,Why are you here?
30YearsCave_JugglerBarney_OutroMessage,Well done!
30YearsCave_JugglerBarney_DefeatMessage,Get out of my house!
30YearsCave_TamerBrend_IntroMessage,Come on! I'll whip you!
30YearsCave_TamerBrend_OutroMessage,I got whipped!
30YearsCave_TamerBrend_DefeatMessage,The tamer became the tamed!
30YearsCave_JugglerZac_IntroMessage,Is there anything here?*Maybe...
30YearsCave_JugglerZac_OutroMessage,You got me!
30YearsCave_JugglerZac_DefeatMessage,You're almost done!
30YearsCave_Entei,Rrroar!
30YearsCave_Moltres,Gyaao!

[Route 65]
Route65_Main_Sign_North,Rijon League~El Norteño Summit*E pluribus unum.
Route65_Main_Sign_South,Route 65~El Norteño Heights*Pathway to the Rijon League!

Route65_Guard1_Start,You can pass here only if~you have the Marine Badge!
Route65_Guard1_HaveBadge,Oh! That is the Marine Badge!~OK then! Please, go right~ahead!
Route65_Guard1_NoBadge,You don't have the Marine~Badge yet!*You have to have it to get~to the Rijon League!

Route65_Guard2_Start,You can pass here only if~you have the Hail Badge!
Route65_Guard2_HaveBadge,Oh! That is the Hail Badge!~OK then! Please, go right~ahead!
Route65_Guard2_NoBadge,You don't have the Hail~Badge yet!*You have to have it to get~to the Rijon League!

Route65_Guard3_Start,You can pass here only if~you have the Sprout Badge!
Route65_Guard3_HaveBadge,Oh! That is the Sprout Badge!~OK then! Please, go right~ahead!
Route65_Guard3_NoBadge,You don't have the Sprout~Badge yet!*You have to have it to get~to the Rijon League!

Route65_Guard4_Start,You can pass here only if~you have the Sparky Badge!
Route65_Guard4_HaveBadge,Oh! That is the Sparky Badge!~OK then! Please, go right~ahead!
Route65_Guard4_NoBadge,You don't have the Sparky~Badge yet!*You have to have it to get~to the Rijon League!

Route65_Guard5_Start,You can pass here only if~you have the Fist Badge!
Route65_Guard5_HaveBadge,Oh! That is the Fist Badge!~OK then! Please, go right~ahead!
Route65_Guard5_NoBadge,You don't have the Fist Badge~yet!*You have to have it to get~to the Rijon League!

Route65_Guard6_Start,You can pass here only if~you have the Psi Badge!
Route65_Guard6_HaveBadge,Oh! That is the Psi Badge!~OK then! Please, go right~ahead!
Route65_Guard6_NoBadge,You don't have the Psi Badge~yet!*You have to have it to get~to the Rijon League!

Route65_Guard7_Start,You can pass here only if~you have the Equity Badge!
Route65_Guard7_HaveBadge,Oh! That is the Equity Badge!~OK then! Please, go right~ahead!
Route65_Guard7_NoBadge,You don't have the Equity~Badge yet!*You have to have it to get~to the Rijon League!

Route65_Guard8_Start,You can pass here only if~you have the Star Badge!
Route65_Guard8_HaveBadge,Oh! That is the Star Badge!~OK then! Please, go right~ahead!
Route65_Guard8_NoBadge,You don't have the Star Badge~yet!*You have to have it to get~to the Rijon League!

[Route 65 - Route 67 Gate]
Route65_Route67_Gate_Guard,Be careful kid, the caverns~are dangerous, even for~experienced trainers.*East from these caverns~are the Sevii Islands, but~there's no way to go from them~to Rijon...*Hopefully, they will figure~out a way to do so in the~future.
Route65_Route67_Gate_Scientist,If you continue this way,~you'll get into Seneca Caverns.*Many strong Pokémon live in~its depths, and some even say~ancient Pokémon still live~there, but I only ever found~some fossils.
Route65_Route67_Gate_YoungBoy,Getting here was too easy.~Those Gym Leaders won't use~their true teams even if I~begged them.*Why would they purposedly make~it easier for the challengers?

[Route 67]
Route67_Main_Sign,Route 67~Seneca Peninsula*Pathway to the Rijon League!
Route67_Main_Suloku,Suloku: Hey! <Player.Name>!*I hope you're enjoying your~Poké-Adventure!*Try evolving Eevee in a cave~or forest!*Also, did you know Primeape~evolves when fainting before~or after leveling up?

Route67_PokeCenter_BenchGuy,This PokéCenter was recently~built!
Route67_PokeCenter_RedditGuy,I'm checking Reddit for~Pokémon Prism updates!
Route67_PokeCenter_KangaskhanGuy_Question,Yo!*I have Kangaskhan, a Pokémon~that doesn't appear in Rijon!*It'll cost you a pretty~penny - $60000!*Want it?
Route67_PokeCenter_KangaskhanGuy_Decline,No swaggy swag for you then.
Route67_PokeCenter_KangaskhanGuy_NotEnoughMoney,Hey!*No dough, no...*uh...*Pokémon.
Route67_PokeCenter_KangaskhanGuy_AfterSelling,Everyday I'm hustlin...*Oh no, did you hear me?!
Route67_PokeCenter_KangaskhanGuy_Kangaskhan_CatchMethod,Bought from someone
Route67_PokeCenter_KangaskhanGuy_Kangaskhan_CatchLocation,at Route 67
Route67_PokeCenter_ImpatientGuy,The teleporter is taking~forever. I want it NOW!

Route67_TeleportScientist_Question,Hello there, I am...*A SCIENTIST!*I am in the process of~building a teleporter that~will warp anybody from Rijon~to Naljo.*Think of it as a shortcut to~our League because Naljo~doesn't have their own League.*Although it's taking a lot~longer than I anticipated.*People are getting impatient,~but I'm still at it!*For being so patient, would~you like a reward?
Route67_TeleportScientist_AnswerNo,I don't understand, the~SCIENTIST is giving you free~stuff!
Route67_TeleportScientist_AnswerYes,Here, take this so-called~Magic Wand I found.*It's busted...~I wished that this project~would finally be completed,~but nothing happened.*It sure looks cool though.
Route67_TeleportScientist_AfterGift,I don't believe in magic, and~I don't wear big red shoes.

[Seneca Caverns]
SenecaCaverns_1F_FossilScientist,I'm studying the cave in~search of fossils to revive~powerful ancient Pokémon.
SenecaCaverns_1F_RocketGruntDerrick_IntroMessage,Give me your fossils!
SenecaCaverns_1F_RocketGruntDerrick_OutroMessage,...Please?
SenecaCaverns_1F_RocketGruntDerrick_DefeatMessage,The leader won't be happy...
SenecaCaverns_1F_RocketGruntRosalyn_IntroMessage,Where do you think you are going?
SenecaCaverns_1F_RocketGruntRosalyn_OutroMessage,Well, whatever.
SenecaCaverns_1F_RocketGruntRosalyn_DefeatMessage,You won't find any fossils down there anyways.
SenecaCaverns_1F_ScientistDarian_IntroMessage,Did you find any fossils?
SenecaCaverns_1F_ScientistDarian_OutroMessage,I just want to take a quick look...
SenecaCaverns_1F_ScientistDarian_DefeatMessage,My colleagues at Hayward~revived my Pokémon! It seems~Team Rocket has emptied these~caves, I can't find any more~fossils...

[Rijon League]
League_Exterior_Sign,      Rijon League~El Norteño Summit*E pluribus unum.

League_EntranceHall_GymGuy_BeforeChampion,Gym Guy: Yo! Champ in making!*At the Rijon League, you have~to face four trainers, and the~current Champion in order to~receive that title.*Go for it.
League_EntranceHall_GymGuy_AfterChampion,Gym Guy: Yo! Champ!*So you defeated all Elite Four~members?*They have been training~nonstop to become the Champion~themselves, so if you plan to~challenge them again, you~better be prepared!*Also, have you visited the~Gym Leaders again?*Now that you've become the~Champion they'll battle you~with all their might!
League_EntranceHall_MoveTutor_Female_Question,Do you think you're ready?*Good, go in!*But first, I know a move that~can help you out.*Would you like me to teach one~of your Pokémon the move~Giga Impact for only $8000?
League_EntranceHall_MoveTutor_Female_NotEnoughMoney,Hmmm...*You don't have enough money!
League_EntranceHall_MoveTutor_Female_WhichPokémon,Which Pokémon should I tutor?
League_EntranceHall_MoveTutor_Female_GigaImpact_AlreadyKnows,<pokemon.nickname(<pokemon.selected>)> already~knows Giga Impact.
League_EntranceHall_MoveTutor_Female_GigaImpact_CannotLearn,<pokemon.nickname(<pokemon.selected>)> cannot learn~Giga Impact!
League_EntranceHall_MoveTutor_Female_Outro,Be sure to come back if any of~your Pokémon wants to learn~the move!
League_EntranceHall_MoveTutor_Male_Question,They sell very powerful TMs~here, but not the Fire Blast~one...~because I bought all of them!*Would you like me to teach~one of your Pokémon the move~Fire Blast for only $9000?
League_EntranceHall_MoveTutor_Male_NotEnoughMoney,Hmmm...*You don't have enough money!
League_EntranceHall_MoveTutor_Male_WhichPokémon,Which Pokémon should I tutor?
League_EntranceHall_MoveTutor_Male_FireBlast_AlreadyKnows,<pokemon.nickname(<pokemon.selected>)> already~knows Fire Blast.
League_EntranceHall_MoveTutor_Male_FireBlast_CannotLearn,<pokemon.nickname(<pokemon.selected>)> cannot learn~Fire Blast!
League_EntranceHall_MoveTutor_Male_Outro,Be sure to come back if any of~your Pokémon wants to learn~the move!
League_EntranceHall_EliteFourLoreGuy_Intro,Eight Badges?!*You've sure come a long way~kid.*Would you like to know more~about the Elite Four?
League_EntranceHall_EliteFourLoreGuy_Question,Who do you want to know about?
League_EntranceHall_EliteFourLoreGuy_Answer_Redd,Rijon's first Elite Four~member! Redd specializes in~the Fire-type.*Always hot and ready for~battle, she used to be a~member of the Kanto Pokémon~Federation, hence she is~always on her beloved bike.*It is said she was powerful~enough to terrify all of the~other members of the gang,~thereby attracting the~attention of the Rijon League.*It is said that nothing can~scare Redd, who, legend says,~fought off a wild Ursaring~with her bare hands.
League_EntranceHall_EliteFourLoreGuy_Answer_Jared,Jared learned all he knows~from his cousin Koga,~the Poison-type Gym Leader~of Kanto.*Since both of them are ninjas,~they would constantly go out~and... "practice" their skills~in the old days.*What they were practicing on,~nobody knows, but it has been~said that both have since seen~the light and are completely~and totally reformed.
League_EntranceHall_EliteFourLoreGuy_Answer_Agatha,Agatha is a former member of~Kanto's Elite Four, and held~the record of being the~youngest in history to attain~such a title before Blanch~came along.*Agatha resigned her position~to move to the Rijon League~because "the challengers are~less pathetic" here, or so she claims.*Back in the old days,~there were stories of her~relationship with Professor~Oak, a respected and famous~researcher from Kanto.*Rumors of a messy break-up and~an illegitimate child have~dogged them for many years.
League_EntranceHall_EliteFourLoreGuy_Answer_Drake,A dragon master hailing from~the legendary Dragon Clan~of Johto.*For many years, he proved~himself worthy of the title~of leader of the Rijon~Elite Four.*But then, along came Blanch,~who crushed him into a pulp.*It was certainly quite a~shock; not just for him, but~for all of Rijon.*After that loss, he embarked~on a training journey that~spanned the known world...*From Naljo to Onwa to Aster...~but, nobody knows his~whereabouts today.
League_EntranceHall_EliteFourLoreGuy_Answer_Blanch,By far the youngest member of~Rijon's Elite Four, Blanch is~relatively new to the role.*She is known to be immature~and goofy at times, but she~knows when to focus and can be~totally ferocious when she~needs to be.*She was actually~excommunicated from Johto's~Dragon Clan by the leader~Clair herself for reckless~behaviour and disregard for~their sacred laws.*Since then, she's made it her~quest to prove them all wrong,~and since defeating Drake and~claiming his title, she might~have succeeded!
League_EntranceHall_EliteFourLoreGuy_Outro,Come back any time!

League_Elite4_Red_IntroMessage,Redd: Welcome to the Rijon~League, <Player.Name>.*<Player.Name>: You know my name?~Who are you?*Redd: The name's Redd, and~I'll be your first opponent in~the Rijon League.*We've heard a lot about you.~As for me, my fire Pokémon are~tough, rough, and ready.*Watch me rev right up and~leave you and your team in~flames!
League_Elite4_Red_OutroMessage,Redd: How dare you!
League_Elite4_Red_DefeatMessage,Redd: You're better than I~thought! Go on ahead!

League_Elite4_Jared_IntroMessage,Jared: So you beat Redd after~all, didn't you?*<Player.Name>: She was no problem~at all! Bring it on!*Jared: No problem at all, huh?~Such feistiness coming from a~little one such as yourself.*My name is Jared, and I take~part in the art of Ninja~Pokémon.*My cousin Koga introduced~me to them when I was a kid,~and I haven't backed down~ever since.*Prepare to be confounded~not by sheer power, but by the~art of status conditions.*Confusion... sleep...~poison... you'll learn their~worth soon enough.
League_Elite4_Jared_OutroMessage,Jared: Why? How could I lose?
League_Elite4_Jared_DefeatMessage,Jared: My job is done! Go face~your next challenge!

League_Elite4_Agatha_IntroMessage,Agatha: Welcome, child.~I'm Agatha, a user of~Ghost-type Pokémon.*I was once part of the Elite~Four in Kanto, but I moved~here to Rijon for even more~challenges!*<Player.Name>: The real challenge~here is Rijon's Pokédex!~There's just so many!*Agatha: Pokédex, huh? That~sure brings back memories.~That's all those geezers want~these days.*Pokémon are for battling, not~for collecting statistics!*Let me show you the power~behind my words, child!*Prepare to feel the chill of~Ghost-type Pokémon!
League_Elite4_Agatha_OutroMessage,Agatha: Oh ho! You're~something special, child!
League_Elite4_Agatha_DefeatMessage,You win!*It's time for you to face the~next member.*Run along now, child!

League_Elite4_Blanch_IntroMessage,Blanch: Hey <Player.Name>!~The name's Blanch.~Welcome to the room of the~strongest member of Rijon's~Elite Four!*<Player.Name>: So if I beat you,~I become Rijon's Champion?*Blanch: Beat ME?!~Not a chance, kid!*Me and my dragons will grind~you down to dust in no time~at all!*Prepare to lose! Haha!
League_Elite4_Blanch_OutroMessage,Blanch: Wh--wha...*No...
League_Elite4_Blanch_DefeatMessage,Blanch: ...you...beat...me...?*I can't believe this, but you~won fair and square.*To add insult to injury,~I just lost to this OTHER~dumb kid earlier today.*Think his name was Mura, or~something like that.*If you want to become~Champion, you gotta beat~that other guy first.*Follow me.
League_Elite4_Blanch_Door,Blanch: Mura is waiting behind~this door.*Wish you luck.

League_Champion_Mura_IntroMessage,Mura: Hey!*<Player.Name>: You're the~Champion?*Mura: Yep, I told you I would~be the best Pokémon trainer~ever!*<Player.Name>: I... can't believe~this...*Blanch was hard enough...~I almost lost to her but you~beat her before me.*Mura: There's only one way to~settle this...*<Player.Name>: I think I know what~you mean.*Mura: Let's do it then and~prove who's the real Champion~of Rijon!
League_Champion_Mura_OutroMessage,Mura: NO! DANG IT!*That wasn't fair!*<Player.Name>: Well I'm sorry to~say, that I'm the Champion~now.
League_Champion_Mura_AfterDefeat1,Mura: What the heck?*This is totally unfair!*You must have cheated, get out~of my sight now, you jerk!*<Player.Name>: Sore loser?*Didn't see that coming...
League_Champion_Mura_AfterDefeat2,Tim: <Player.Name>!
League_Champion_Mura_AfterDefeat3,Tim: So, you won!~Congratulations!~You're the new Pokémon~League Champion!*<Player.Name>: Yeah, I am!*Although Mura isn't happy.*Mura: Tim, listen to me!~I beat that cheater!*It's a rules violation!*Tim: I watched the whole~thing, and you both put in a~great fight.*I'm disappointed in you Mura,~not for losing, but for not~admitting defeat.
League_Champion_Mura_AfterDefeat4,Mura: <Player.Name>!*You see this big finger?~It's for you.*<Player.Name>: Oh grow up.*Tim: That's enough bickering~you two.*Follow me, <Player.Name>.

League_HallOfFame,Tim: Er-hem!~Congratulations, <Player.Name>!*Shall we put your Pokémon data~on the Hall of Fame website~for all to see and know about~your accomplishments?*<Player.Name>: Yeah, definitely!*Tim: Alright, here we go!*Mura, shouting in the distance:~I will become a LEGEND, you~just wait and see!

[Old Route 48]
Route48_Sign_GoingUphill,Old Route 48~Going uphill!
Route48_Sign_CyclingRoad,Old Route 48~Rinjoh Veloway*Johto (Ilex Forest) -~Rijon (Bridge Road)
Route48_Sign_RegionLimits,Old Route 48~Johto - Rijon border
Route48_BikerDonovan_IntroMessage,What a lame bike!
Route48_BikerDonovan_OutroMessage,Are you satisfied?
Route48_BikerDonovan_DefeatMessage,I don't like you!
Route48_CueBallTevin_IntroMessage,Conformist!
Route48_CueBallTevin_OutroMessage,Aaaargh!
Route48_CueBallTevin_DefeatMessage,Why should the media control~you?
Route48_BikerFrank_IntroMessage,Having trouble steering?
Route48_BikerFrank_OutroMessage,Shoot!
Route48_BikerFrank_DefeatMessage,The slope makes it hard to~steer!
Route48_CueBallWesley_IntroMessage,You need to be careful!
Route48_CueBallWesley_OutroMessage,Good job kid!
Route48_CueBallWesley_DefeatMessage,These rafts are dangerous!
Route48_CueBallHayden_IntroMessage,My Pokémon won't evolve! Why?
Route48_CueBallHayden_OutroMessage,Why, you!
Route48_CueBallHayden_DefeatMessage,Maybe some Pokémon need~certain items to evolve.
Route48_BikerWilder_IntroMessage,Get zapped!
Route48_BikerWilder_OutroMessage,Grounded out!
Route48_BikerWilder_DefeatMessage,What are you looking at?
Route48_BikerDamion_IntroMessage,Having good enough luck?
Route48_BikerDamion_OutroMessage,Smoked!
Route48_BikerDamion_DefeatMessage,Are you looking for adventure?
Route48_CueBallGordon_IntroMessage,You're in Johto territory now,~kid!
Route48_CueBallGordon_OutroMessage,Burned out!
Route48_CueBallGordon_DefeatMessage,Johto trainers don't screw~around!
Route48_CueBallMonty_IntroMessage,You're from Rijon, right?
Route48_CueBallMonty_OutroMessage,Whoo!
Route48_CueBallMonty_DefeatMessage,I should go there one day!
Route48_BikerDawson_IntroMessage,You heading to Azalea?
Route48_BikerDawson_OutroMessage,Crash and burn!
Route48_BikerDawson_DefeatMessage,You're almost there, kid!

[Old Route 47]
Route47_Sign_RinjohPeak,Old Route 47~Rinjoh Peak*Ilex Forest -~Rijon Border (Rinjoh Veloway)
Route47_Snorlax_NoPokeFlute,A sleeping Pokémon blocks~the way!
Route47_Snorlax_UsedPokeFlute,Snorlax woke up!*It attacked in a grumpy rage!
Route47_Snorlax_Caught,Snorlax calmed down! It no longer blocks the way!
Route47_Snorlax_Defeated,Snorlax calmed down! With a~big yawn, it returned to~the forests!
Route47_BikerVinnie_IntroMessage,Where you goin'?
Route47_BikerVinnie_OutroMessage,Don't make me mad!
Route47_BikerVinnie_DefeatMessage,You off to Ilex Forest?
Route47_BikerJeff_IntroMessage,Hey, watch it!
Route47_BikerJeff_OutroMessage,Kaboom!
Route47_BikerJeff_DefeatMessage,Azalea Town is where my gramps~lives!
Route47_CueBallBentley_IntroMessage,I was in Rijon once...
Route47_CueBallBentley_OutroMessage,Bad, bad, bad!
Route47_CueBallBentley_DefeatMessage,Rijon trainers could never~beat Indigo Plateau!
Route47_CueBallZeke_IntroMessage,Stop hiding and fight!
Route47_CueBallZeke_OutroMessage,Gah!
Route47_CueBallZeke_DefeatMessage,I hate losing! Get out of~here!
Route47_BikerClive_IntroMessage,What do you want?
Route47_BikerClive_OutroMessage,Don't you dare laugh!
Route47_BikerClive_DefeatMessage,We like just hanging here,~what's it to you?
Route47_CueBallMatthew_IntroMessage,Stop looking at me!
Route47_CueBallMatthew_OutroMessage,Knock out!
Route47_CueBallMatthew_DefeatMessage,Don't look at me again!

[Old Route 47 Gate]
Route47_Gate_Guard,Rinjoh Veloway leads to the~Rijon city Owsauri City!
Route47_Gate_LittleBoy,We both live nearby!
Route47_Gate_LittleGirl,My brother loves Azalea Town!
Route47_Gate_Binoculars_Left,Looked into the binoculars...*It's the Magnet Train!
Route47_Gate_Binoculars_Right,Looked into the binoculars...*It's the Lake of Rage!

[Old Route 47, Route 34 & Ilex Forest Gate]
Route34_Route47_IlexForest_Gate_OldMan,After the earthquake,~new species came to live in~Ilex Forest.
Route34_Route47_IlexForest_Gate_Scientist,How did you get past the~Snorlax? Can you teach me?
Route34_Route47_IlexForest_Gate_Guard,Don't bother going north.~The way to Goldenrod City is~still full of rubble.
Route34_Route47_IlexForest_Gate_Boulder,<Player.Name>: This boulder seems~to have fallen through that~hole in the roof...*That's scary.

[Route 34]
Route34_MoveTutor_Question,I screamed so much when the~earthquake happened that my~Donphan learned a move!*Maybe if I scream again, one of~your Pokémon will learn it too?*I don't scream for free though.*Would you like me to teach one~of your Pokémon the move~Hyper Voice for only $8000?
Route34_MoveTutor_NotEnoughMoney,Hmmm...*You don't have enough money!
Route34_MoveTutor_WhichPokémon,Which Pokémon should I tutor?
Route34_MoveTutor_HyperVoice_AlreadyKnows,<pokemon.nickname(<pokemon.selected>)> already~knows Hyper Voice.
Route34_MoveTutor_HyperVoice_CannotLearn,<pokemon.nickname(<pokemon.selected>)> cannot learn~Hyper Voice!
Route34_MoveTutor_Outro,Be sure to come back if any of~your Pokémon wants to learn~the move!

Route34_ScientistMax_IntroMessage,I do experiments in the Onwa~region!
Route34_ScientistMax_OutroMessage,Where is Onwa...?
Route34_ScientistMax_DefeatMessage,I came to study the~earthquake's after-effects.
Route34_RocketGruntMarvin_IntroMessage,No, I'm not hiding!
Route34_RocketGruntMarvin_OutroMessage,I swear!
Route34_RocketGruntMarvin_DefeatMessage,I ran away from my post when~the earthquake happened,~please don't tell anyone!

[Ilex Forest]
IlexForest_Shrine,It is an old shrine.

[Azalea Town - Ilex Forest Gate]
Azalea_IlexForest_Gate_Guard,Was the forest too dark? You~almost reached Azalea Town...~or what's left of it.*The earthquake made a mess,~but you may still pay a visit to~Bugsy, the town's Gym Leader.*As a fellow trainer I'm sure~you'll have a great time~battling him.*I wonder, since you come from~Rijon, will he use his true~team against you?

[Azalea Town]
Azalea_Main_Sign_Gym,Azalea Town~Pokémon Gym~Leader: Bugsy*The Bug Pokémon Encyclopedia
Azalea_Main_RegularGuy,I'm happy everyone here is~safe.
Azalea_Main_Rocker,I hope there won't be any~aftershocks later on!
Azalea_Main_YoungGirl,I want to get out of here!
Azalea_Main_Clerk_Question,My shop! What am I going to do~now? At least I was able to~rescue some goods...*Would you help me recover?
Azalea_Main_Clerk_Store,Take your time.
Azalea_Main_Clerk_Quit,Thank you!
Azalea_Main_MoveTutor_Question,I need some money to do~repairs.*Would you like me to teach one~of your Pokémon the move~False Swipe for only $1000?
Azalea_Main_MoveTutor_NotEnoughMoney,Hmmm...*You don't have enough money!
Azalea_Main_MoveTutor_WhichPokémon,Which Pokémon should I tutor?
Azalea_Main_MoveTutor_FalseSwipe_AlreadyKnows,<pokemon.nickname(<pokemon.selected>)> already~knows False Swipe.
Azalea_Main_MoveTutor_FalseSwipe_CannotLearn,<pokemon.nickname(<pokemon.selected>)> cannot learn~False Swipe!
Azalea_Main_MoveTutor_Outro,Be sure to come back if any of~your Pokémon wants to learn~the move!

Azalea_PokeCenter_Fisherman,Kid, that was some quake!
Azalea_PokeCenter_BenchGuy,Thank goodness everyone is~okay!
Azalea_PokeCenter_Gentleman,All the Slowpoke ran out of~town during the quake!*I've never seen them run so~fast!

Azalea_SlowpokeWell_B1F_KingsRockGuy_BeforeReceive,The earthquake's over?*...*Thanks, here.
Azalea_SlowpokeWell_B1F_KingsRockGuy_AfterReceive,King's Rock can make certain~Pokémon evolve!

Azalea_Gym_YoungsterPatrick_IntroMessage,Hey, what are you doing Rijon~kid?!
Azalea_Gym_YoungsterPatrick_OutroMessage,Oof! I give up!
Azalea_Gym_YoungsterPatrick_DefeatMessage,At least you're not as good as~that Gold kid.
Azalea_Gym_YoungsterFawks_IntroMessage,Bug collecting is my life!
Azalea_Gym_YoungsterFawks_OutroMessage,Yow! Stubbed fingers!
Azalea_Gym_YoungsterFawks_DefeatMessage,I guess these bugs need more~training.
Azalea_Gym_BugCatcherAustin_IntroMessage,Bugsy can't lose to a wimp!
Azalea_Gym_BugCatcherAustin_OutroMessage,I give up!
Azalea_Gym_BugCatcherAustin_DefeatMessage,You wait 'til you see Bugsy!
Azalea_Gym_BugCatcherHarvey_IntroMessage,I hear you're good! Show me!
Azalea_Gym_BugCatcherHarvey_OutroMessage,Nice job!
Azalea_Gym_BugCatcherHarvey_DefeatMessage,But are you as good as Bugsy?~Only one way to find out!
Azalea_Gym_LeaderBugsy_BeforeBattle,Bugsy: Hello!*I am Bugsy!*I love to train Bug Pokémon!*I rarely fight Rijon trainers,~so let's see how this goes!
Azalea_Gym_LeaderBugsy_OutroMessage,Bugsy: Well done!
Azalea_Gym_LeaderBugsy_AfterBattle,Bugsy: Johto Badges are~useless for your league, so I~will give you a rare Pokémon.~Take only one though, don't be~greedy Rijon kid!*Get your prize and come back,~I have something to tell you.
Azalea_Gym_LeaderBugsy_Rematch_NotChampionYet,Bugsy: I love collecting bugs,~but that wasn't my best team.~If you manage to become~Rijon's Champion and beat all~of Rijon's Gym Leaders' true~teams, I'll battle you with~all my buggy might!
Azalea_Gym_LeaderBugsy_Rematch_BeforeGymLeaderRematch,Bugsy: So, you managed to~become Rijon's Champion?*You are strong, but it seems~you have yet to beat~Rijon's Gym Leaders' true~battle teams.*Come again after beating~them all and I'll battle with~you once more with all my~buggy might.*If you win, I'll provide you~with a very useful gadget.*By the way, I heard your~League has yet to find a~new Gym Leader for Eagulou,~what a pity.*I'll continue my bug studies~meanwhile.
Azalea_Gym_LeaderBugsy_Rematch_BeforeBattle_Question,Bugsy: Oh hey, Rijon kid! You~look a bit tougher, but I've~been hitting the books night~and day since I lost to you!~Up for a rematch?
Azalea_Gym_LeaderBugsy_Rematch_BeforeBattle_Answer_No,Bugsy: Ah, not this time?~Bummer, but at least it gives~me more time to prepare!
Azalea_Gym_LeaderBugsy_Rematch_BeforeBattle_Answer_Yes,Bugsy: Time to see if I really~learned anything from my~studies! Go, my strong bugs!
Azalea_Gym_LeaderBugsy_Rematch_OutroMessage,Bugsy: It's over? That bugs me~a little.
Azalea_Gym_LeaderBugsy_Rematch_Reward1,Bugsy: WOW! You managed to~defeat all of us Gym Leaders~true teams! You are a worthy~Champion, you have earned this.
Azalea_Gym_LeaderBugsy_Rematch_Reward2,Bugsy: This amazing tool will~make your Pokémon earn Exp. as~if they were traded as long as~they carry it. Use it wisely.*Well, I guess I have~more learning to do. But~that's nothing new! Bug-type~Pokémon are my favorite, but~every Pokémon has so many~mysteries for us to uncover in~the future!
