language_name,English
Jaeru_Gym_LeaderSparky_Rematch_BeforeBattle_Answer_No,Sparky: Bah, celebrities.~Always expecting people to~make time for them.*Maybe I'll just make myself~busy next time you show up,~see how you like it.
Jaeru_Gym_LeaderSparky_Rematch_BeforeBattle_Answer_Yes,Sparky: All right! I'm so~amped up I can already see~the sparks flying!
Jaeru_Gym_LeaderSparky_Rematch_OutroMessage,Sparky: ... Whew. And back to~the garage for repairs.
Jaeru_Gym_LeaderSparky_Rematch_AfterBattle,Sparky: Remember kid, any~Pokémon team is like a~well-oiled machine.*You should always take the~time to give them that extra~maintenance and love!

Jaeru_OtherHouse_SittingGuy,Pokémon trainers pass by~here often on their way to~the Rijon League.
Jaeru_OtherHouse_StandingGuy,I know trainers from around~the world.

[Route 59]
Route59_Main_Sign_SilphCo,Silph Co. Warehouse
Route59_Main_Sign_Route,Route 59~Jaeru Plains*Botan City - Jaeru City
Route59_Main_LassDaisy_IntroMessage,You are pretty strange.
Route59_Main_LassDaisy_OutroMessage,You're mean!
Route59_Main_LassDaisy_DefeatMessage,What are you looking at?
Route59_Main_BugCatcherYannik_IntroMessage,Hey! Wait up, lets battle!
Route59_Main_BugCatcherYannik_OutroMessage,No!
Route59_Main_BugCatcherYannik_DefeatMessage,My bugs should evolve soon!
Route59_Main_YoungsterKane_IntroMessage,Hi!*Take a look at my cool~Pokémon!
Route59_Main_YoungsterKane_OutroMessage,I don't believe it!
Route59_Main_YoungsterKane_DefeatMessage,You have cooler Pokémon than~I do!
Route59_Main_BugCatcherCarsten_IntroMessage,Looking at the trees.*So what?
Route59_Main_BugCatcherCarsten_OutroMessage,Come on!
Route59_Main_BugCatcherCarsten_DefeatMessage,You started it, not me!
Route59_Main_LassAileen_IntroMessage,Why did you look at me weird?!
Route59_Main_LassAileen_OutroMessage,Be nice!
Route59_Main_LassAileen_DefeatMessage,Your eyes confuse me.
Route59_Main_BugCatcherCavan_IntroMessage,Let's see how it goes.
Route59_Main_BugCatcherCavan_OutroMessage,Too quick for me.
Route59_Main_BugCatcherCavan_DefeatMessage,Trained Pokémon are stronger~than the wild ones!
Route59_Main_YoungsterJoey_IntroMessage,The name's Joey!~I moved here from Johto.*Wanna feast your eyes on~the greatest Rattata ever?
Route59_Main_YoungsterJoey_OutroMessage,Oh, no! Rattata!
Route59_Main_YoungsterJoey_DefeatMessage,My Rattata is in the top~percentage of all Rattata!*That's a fact!
Route59_Main_LassJoane_IntroMessage,My name's Joane!~I'm Joey's sister!*I have the greatest Raticate~of all time!
Route59_Main_LassJoane_OutroMessage,My poor Raticate!
Route59_Main_LassJoane_DefeatMessage,We love the Rattata line!
Route59_Main_PokeManiac,That stupid guard won't let~me get to the next city!*What is his problem?!
Route59_Main_Beauty,A little beer makes the guard~go to sleep!

Route59_SilphCoWarehouse_SecurityDoors_WithCardKey,Bingo!~The Card Key opened the door!
Route59_SilphCoWarehouse_SecurityDoors_NoCardKey,Darn! It needs a Card Key!
Route59_SilphCoWarehouse_1F_Receptionist,Oh, it's you!*Thanks again for saving us!
Route59_SilphCoWarehouse_2F_TM42Lady_BeforeTalking,Wow, that event sure was~a nightmare!*You want to get rid of yours?~Take this!
Route59_SilphCoWarehouse_2F_TM42Lady_AfterTalking,TM 42 is Dream Eater!~It only works on sleeping~Pokemon, but it swallows~their dream!
Route59_SilphCoWarehouse_2F_RocketGruntLawrence_IntroMessage,This time we we will succeed!
Route59_SilphCoWarehouse_2F_RocketGruntLawrence_OutroMessage,I goofed!
Route59_SilphCoWarehouse_2F_RocketGruntLawrence_DefeatMessage,Our boss will not fail us!
Route59_SilphCoWarehouse_2F_RocketGruntNeyla_IntroMessage,Kid, why are you in here?!
Route59_SilphCoWarehouse_2F_RocketGruntNeyla_OutroMessage,Tough!
Route59_SilphCoWarehouse_2F_RocketGruntNeyla_DefeatMessage,You will never successfully~defeat Team Rocket!
Route59_SilphCoWarehouse_2F_RocketScientistPercy_IntroMessage,Ha! You thought I would help?
Route59_SilphCoWarehouse_2F_RocketScientistPercy_OutroMessage,You're good.
Route59_SilphCoWarehouse_2F_RocketScientistPercy_DefeatMessage,Go away kid!
Route59_SilphCoWarehouse_2F_RocketScientistNathan_IntroMessage,Can't open the doors?
Route59_SilphCoWarehouse_2F_RocketScientistNathan_OutroMessage,Drat! How could I lose?
Route59_SilphCoWarehouse_2F_RocketScientistNathan_DefeatMessage,The doors only open with~the Card Key!
Route59_SilphCoWarehouse_3F_RocketGruntScott_IntroMessage,Feeling lucky, punk?
Route59_SilphCoWarehouse_3F_RocketGruntScott_OutroMessage,Flame out!
Route59_SilphCoWarehouse_3F_RocketGruntScott_DefeatMessage,This didn't work in Saffron~City either!
Route59_SilphCoWarehouse_3F_RocketGruntSean_IntroMessage,Oh, not this again!
Route59_SilphCoWarehouse_3F_RocketGruntSean_OutroMessage,How are kids these days so~good?
Route59_SilphCoWarehouse_3F_RocketGruntSean_DefeatMessage,I think it's time for me~to retire.
Route59_SilphCoWarehouse_3F_RocketScientistJulius_IntroMessage,There's nothing down there~kid, turn back!
Route59_SilphCoWarehouse_3F_RocketScientistJulius_OutroMessage,Shoot!
Route59_SilphCoWarehouse_3F_RocketScientistJulius_DefeatMessage,Great, there's nothing I~can do.
Route59_SilphCoWarehouse_3F_OfficerWorker_Female0_BeforeDefeatGiovanni,Oh, now what will we do?
Route59_SilphCoWarehouse_3F_OfficerWorker_Female0_AfterDefeatGiovanni,You are a true hero!
Route59_SilphCoWarehouse_3F_OfficerWorker_Female1_BeforeDefeatGiovanni,The Team Rocket leader~is upstairs.*Defeat him!
Route59_SilphCoWarehouse_3F_OfficerWorker_Female1_AfterDefeatGiovanni,Thanks for everything!
Route59_SilphCoWarehouse_3F_OfficerWorker_Male0_BeforeDefeatGiovanni,Silph can't afford this!
Route59_SilphCoWarehouse_3F_OfficerWorker_Male0_AfterDefeatGiovanni,Thanks again kid!
Route59_SilphCoWarehouse_3F_OfficerWorker_Male1_BeforeDefeatGiovanni,They must have targeted Silph~for our Pokémon products.
Route59_SilphCoWarehouse_3F_OfficerWorker_Male1_AfterDefeatGiovanni,Thanks again!
Route59_SilphCoWarehouse_3F_OfficerWorker_Male2_BeforeDefeatGiovanni,The Rockets came and took~over!
Route59_SilphCoWarehouse_3F_OfficerWorker_Male2_AfterDefeatGiovanni,I'd better get back to work!
Route59_SilphCoWarehouse_4F_RocketGruntHector_IntroMessage,Get out of here right now!
Route59_SilphCoWarehouse_4F_RocketGruntHector_OutroMessage,Don't... Please!
Route59_SilphCoWarehouse_4F_RocketGruntHector_DefeatMessage,You will never beat 'da Boss!
Route59_SilphCoWarehouse_4F_RocketLeaderGiovanni_BeforeBattle,Giovanni: What?!*Another child trying to stop~me from fulfilling Team~Rocket's goals?*If you don't stay out of~my business kid, you'll be in~a world of pain!*<Player.Name>: Bring it on.
Route59_SilphCoWarehouse_4F_RocketLeaderGiovanni_OutroMessage,Giovanni: Arrgh!! I lost~again?!
Route59_SilphCoWarehouse_4F_RocketLeaderGiovanni_AfterBattle,Giovanni: How can I run a~criminal organization if my~plans keep getting thwarted~by children?!*I guess I should just give up,~there's no way we can~succeed with kids like you!*Goodbye forever!
Route59_SilphCoWarehouse_4F_SilphCoManager_BeforeTalking,<Player.Name>: Is everyone okay?*Manager: Yes, thanks to you.*You're a brave kid.*<Player.Name>: It was~nothing, really.*Manager: I need to repay you~somehow.*Oh here, have this valuable~gift!*<Player.Name>: Thank you~so much!
Route59_SilphCoWarehouse_4F_SilphCoManager_AfterTalking,Manager: Make sure to visit~our main building, located in~Saffron City, Kanto when you~have the time.

[Route 59 - Botan City Gate]
Route59_Botan_Gate_1F_Guard_NoBeer_Wait,Wait!
Route59_Botan_Gate_1F_Guard_NoBeer_CannotGoThrough,Sorry you can't go though.*I'm guarding the area!
Route59_Botan_Gate_1F_Guard_HaveBeer_GiveMeBeer,Whoa, kid!~I smell hard beer!*Give it to me, I need it so bad!
Route59_Botan_Gate_1F_Guard_HaveBeer_DrinksBeer,...Glug glug...~...Gulp...~This stuff hits you...
Route59_Botan_Gate_1F_Guard_HaveBeer_FallAsleep,Zzzzz...*<Player.Name>: Looks like I can~get past this guy now,~and complete my quest!
Route59_Botan_Gate_1F_Guard_StillAsleep,<Player.Name>: He's still asleep...
Route59_Botan_Gate_2F_EeveeTrade_Question,Hi! Do you have a~Mareep?*Want to trade it for Eevee?
Route59_Botan_Gate_2F_EeveeTrade_Answer_No,That's too bad.
Route59_Botan_Gate_2F_EeveeTrade_AfterTrade,How is my old Eevee?*My Mareep is doing great!
Route59_Botan_Gate_2F_EeveeTrade_TradeSuccess,Okay, connect the cable~like so!
Route59_Botan_Gate_2F_EeveeTrade_TradeFail,...This is no Mareep.*If you get one, trade it~with me!
Route59_Botan_Gate_2F_EeveeTrade_CatchMethod,Received in a trade in the Gate on
Route59_Botan_Gate_2F_EeveeTrade_CatchLocation,Route 59
Route59_Botan_Gate_2F_Binoculars_Left,Looked into the binoculars...*The Rijon League!
Route59_Botan_Gate_2F_Binoculars_Right,Looked into the binoculars...*A dark forest can be~seen... maybe there are some~ghosts there...
Route59_Botan_Gate_2F_Aide_ItemFinder_Question,Hi! Remember me?*I'm Prof. Tim's Aide!*If you've caught 45 kinds of~Pokémon, I'm supposed to~give you an Item Finder!*So <Player.Name>! Have you~caught at least 45 kinds~of Pokémon?
Route59_Botan_Gate_2F_Aide_ItemFinder_AnswerYes_45OrMorePokemon,Let's see...*Great! You have caught <Pokedex.Caught>~kinds of Pokémon!~Congratulations!*Here you go!
Route59_Botan_Gate_2F_Aide_ItemFinder_AnswerYes_LessThan45Pokemon,Let's see...*Uh-oh!~You haven't caught enough~kinds of Pokémon!*You need 45 kinds if~you want the Item Finder.
Route59_Botan_Gate_2F_Aide_ItemFinder_AnswerNo,Oh, I see. When you get~45 kinds, come back for the~Item Finder.
Route59_Botan_Gate_2F_Aide_ItemFinder_AfterReceiveItemFinder,There are items on the~ground that can't be seen.*The Item Finder will reveal~hidden items near you for a~brief moment.~It doesn't tell you where they~are exactly, so you have to~look yourself!

[Botan City]
Botan_Main_Sign_City,Botan City*The City Of Nostalgia.
Botan_Main_Sign_Cave,Botan Cave~TO BE DEMOLISHED*Coming soon:~Magnet Train Expansion.*High speed rail to Kanto,~Johto, Naljo and Tunod!*     Magnet Train~We're Getting There
Botan_Main_Scientist,That supernatural forest is~really intriguing, I've been~studying it and I think it~might be a virus caused by~Ph4D95210XaP, but my~colleagues think I've gone~crazy.*Uh? Wait, where's my~Card Key?
Botan_Main_Gentleman,Thank goodness the~warehouse is safe.
Botan_Main_Rocker,MissingNo. are actually just~ghosts.
Botan_Main_FatGuy,Yeah! Team Rocket is gone!~It's safe to go out again!
Botan_Main_Beauty,The Haunted Forest is really~spooky.
Botan_Main_HealLady_Intro,My dream is to be a nurse~in the soon to be built~Pokémon Center!*Would you like me to heal~your Pokémon?
Botan_Main_HealLady_Outro,I hope to see you again!
Botan_Main_RocketGrunt_GetOutOfTheWay,Get out of the way!
Botan_Main_RocketGrunt_GetLost,Get lost, kid!
Botan_Main_RocketGrunt_WhatDoYouWant,What do you want? Get lost!
Botan_Main_RocketGrunt_WeAreTakingTheTown,We're takin' the town!
Botan_Main_RocketGrunt_TeamRocketWillBeRich,When the warehouse is ours,~Team Rocket will be rich!
Botan_Main_RocketGrunt_Sleeping,The boss had me watch over~some dingy warehouse all~night long.*Don't join Team Rocket if~you're looking for any extra~benefits, kid.*My back is killing me, and~I really need a nap...~Zzzz....Wha...

Botan_PokeMart_Guy,This place is better than~any other mart!
Botan_PokeMart_Girl,Revive is costly, but it revives~fainted Pokémon!

Botan_MrRumikoHouse_Nidorino_Cry,Nidorino: Gaoo!
Botan_MrRumikoHouse_Psyduck_Cry,Psyduck: Gwappa!
Botan_MrRumikoHouse_Grandson_BeforeRescue,That's odd.*Mr. Rumiko is gone.
Botan_MrRumikoHouse_Grandson_AfterRescue,I'm Mr. Rumiko's grandson!
Botan_MrRumikoHouse_Granddaughter,Hiya!
Botan_MrRumikoHouse_Magazine,Pokémon Monthly
Botan_MrRumikoHouse_MrRumiko_BeforeReceivePokeFlute,Mr. Rumiko: Alright,~<Player.Name>!*Here is the gift I promised~you.*It's a very popular item...~a PokéFlute!
Botan_MrRumikoHouse_MrRumiko_AfterReceivePokeFlute,Mr. Rumiko: Upon hearing the~PokéFlute, any sleeping~Pokémon will wake up right~away!
Botan_MrRumikoHouse_MrRumiko_MoveTutor_Question,Mr. Rumiko: Good luck and~thanks again for saving me,~<Player.Name>!*I learned a couple of things~on my strolls through the~forest, would you like me to~teach one of your Pokémon~the move Dark Pulse for only~$3000?
Botan_MrRumikoHouse_MrRumiko_MoveTutor_NotEnoughMoney,Hmmm...*You don't have enough money!
Botan_MrRumikoHouse_MrRumiko_MoveTutor_WhichPokémon,Which Pokémon should I tutor?
Botan_MrRumikoHouse_MrRumiko_MoveTutor_DarkPulse_AlreadyKnows,<pokemon.nickname(<pokemon.selected>)> already~knows Dark Pulse.
Botan_MrRumikoHouse_MrRumiko_MoveTutor_DarkPulse_CannotLearn,<pokemon.nickname(<pokemon.selected>)> cannot learn~Dark Pulse!
Botan_MrRumikoHouse_MrRumiko_MoveTutor_Outro,Be sure to come back if any~of your Pokémon wants to~learn the move!

Botan_TradeHouse_Blackbelt,My friend at the gate has~an Eevee that came from~a huge forest.*Did you know Eevee evolves~based on its surroundings?
Botan_TradeHouse_TyrogueTrade_Question,I'm looking for a~Butterfree!*Wanna trade one for a~Tyrogue?
Botan_TradeHouse_TyrogueTrade_Answer_No,Awww! Oh well...
Botan_TradeHouse_TyrogueTrade_AfterTrade,The Butterfree you traded to~me is doing well!
Botan_TradeHouse_TyrogueTrade_TradeSuccess,Okay, connect the cable~like so!
Botan_TradeHouse_TyrogueTrade_TradeFail,What? That's not Butterfree!*If you get one, come back~here!
Botan_TradeHouse_TyrogueTrade_CatchMethod,Received in a trade in
Botan_TradeHouse_TyrogueTrade_CatchLocation,Botan City
Botan_TradeHouse_NoivernTrade_Question,I'm looking for a Gligar!~Wanna trade one for a~Noivern?
Botan_TradeHouse_NoivernTrade_Answer_No,Awww! Oh well...
Botan_TradeHouse_NoivernTrade_AfterTrade,Isn't my old Noivern great?
Botan_TradeHouse_NoivernTrade_TradeSuccess,Okay, connect the cable~like so!
Botan_TradeHouse_NoivernTrade_TradeFail,What? That's not Gligar!*If you get one, come back~here!
Botan_TradeHouse_NoivernTrade_CatchMethod,Received in a trade in
Botan_TradeHouse_NoivernTrade_CatchLocation,Botan City

Botan_MoveTutorHouse_MoveTutor_Intro,I tutor children, but I also~tutor Pokémon.*I teach them to remember~moves they forgot.*$1000 per lesson.~How about it?
Botan_MoveTutorHouse_MoveTutor_NotEnoughMoney,Hmmm...*You don't have enough money!
Botan_MoveTutorHouse_MoveTutor_WhichPokemon,Which Pokémon should I tutor?
Botan_MoveTutorHouse_MoveTutor_WhichMove,Which move should it learn?
Botan_MoveTutorHouse_MoveTutor_Outro,If any of your Pokémon need~to remember a move,~come visit me!
Botan_MoveTutorHouse_MoveDeleter_Intro,Mom says I'm so forgetful~that it is contagious.*Want me to make a Pokémon~forget a move?
Botan_MoveTutorHouse_MoveDeleter_WhichPokemon,Which Pokémon should forget~a move?
Botan_MoveTutorHouse_MoveDeleter_WhichMove,Which move should it forget,~then?
Botan_MoveTutorHouse_MoveDeleter_MakeItForget,Make it forget~<Pokemon.AttackName(<Pokemon.Selected>,<Pokemon.SelectedMove>)>?
Botan_MoveTutorHouse_MoveDeleter_MoveIsForgotten,<Pokemon.AttackName(<Pokemon.Selected>,<Pokemon.SelectedMove>)> was~forgotten!
Botan_MoveTutorHouse_MoveDeleter_Outro,Come visit me again!

Botan_Cave_DynamiteMiner,Hahaha!*I love setting dynamite down!
Botan_Cave_ExplanationMiner,When this cave is destroyed,~we can start building that~high-speed railway to Naljo!
Botan_Cave_KarmaMiner_BeforeTalking,This shiny Red Orb I found~while blowing rocks up is mine!*MINE!*Oh wait, that's bad karma.*I have to be a nice person~right?*Fine, I'll be a good Buddhist~and give this to you to gain~good karma.
Botan_Cave_KarmaMiner_AfterTalking,Come on karma, help me out!

Botan_HauntedForest_Gravestone_Blocky,Rest in Peace.~You will be missed.
Botan_HauntedForest_Gravestone_Rounded,The engraving is damaged and~can't be read.*I guess the time comes even~for graves...
Botan_HauntedForest_Area1_PokeFan_Male,I heard this place is haunted.
Botan_HauntedForest_Area1_AdultWoman,I would never go in the~forest.
Botan_HauntedForest_Area1_PokeFan_Female,No one knows why this place~is haunted...~It reminds me of Slumbering~Weald in the Galar region.*Koffing seem to be weirdly~attracted to this forest.*A friend said his Koffing did~something weird when it~evolved in this area...
Botan_HauntedForest_Area1_YoungGirl,My Pokémon is lost in the~woods...
Botan_HauntedForest_Area1_Channeler_Start,MissingNo. are loose!~Let me heal your Pokémon!
Botan_HauntedForest_Area1_Channeler_End,Be careful!
Botan_HauntedForest_Area1_Guard,Sorry, but access to the main~graveyard and Mansion is~currently restricted.*You may access other~graveyards in the forest~through that cave, though.*But be careful!*There have been a lot of~ghost sightings lately!
Botan_HauntedForest_Area1_WillowTree,A group of Murkrow are~sitting on the tree's~branches...*Better not disturb them.
Botan_HauntedForest_Area2_Mura_BeforeBattle,Mura: Hey, <Player.Name>!~I just caught a ghost~Pokémon and have also been~training my other Pokémon.*Care to try them out?
Botan_HauntedForest_Area2_Mura_OutroMessage,What? You stinker! I took it easy on you!
Botan_HauntedForest_Area2_Mura_AfterBattle,Mura: Well that stinks, I lost.*But don't think I'll go easy~on you next time.*<Player.Name>: Alright, see you~later man.
Botan_HauntedForest_Area2_Channeler,MissingNo. are really messing~up the place!
Botan_HauntedForest_Area3_VirusScanner,<Player.Name> used Virus Scanner!
Botan_HauntedForest_Area3_ChannelerCarmen_IntroMessage,I will eat your soul!
Botan_HauntedForest_Area3_ChannelerCarmen_OutroMessage,Huh?
Botan_HauntedForest_Area3_ChannelerCarmen_DefeatMessage,Why do I have 99 Town Maps?
Botan_HauntedForest_Area3_ChannelerIrma_IntroMessage,Eekum Bokum!
Botan_HauntedForest_Area3_ChannelerIrma_OutroMessage,What's going on?
Botan_HauntedForest_Area3_ChannelerIrma_DefeatMessage,I'm confused.
Botan_HauntedForest_Area3_ChannelerMyrtle_IntroMessage,Water Gun!
Botan_HauntedForest_Area3_ChannelerMyrtle_OutroMessage,What did I just say?
Botan_HauntedForest_Area2_ChannelerMyrtle_DefeatMessage,Is that you, Josiah?*Huh?
Botan_HauntedForest_Area4_ChannelerGaby_IntroMessage,Smells like rotten meat.
Botan_HauntedForest_Area4_ChannelerGaby_OutroMessage,What!
Botan_HauntedForest_Area4_ChannelerGaby_DefeatMessage,MissingNo. are actually other~Pokémon.
Botan_HauntedForest_Area4_ChannelerEdna_IntroMessage,FPS... Boring!
Botan_HauntedForest_Area4_ChannelerEdna_OutroMessage,Huh? Who? What?
Botan_HauntedForest_Area4_ChannelerEdna_DefeatMessage,Dead souls don't need this~stress.
Botan_HauntedForest_Area4_ChannelerHeidi_IntroMessage,I need moons!
Botan_HauntedForest_Area4_ChannelerHeidi_OutroMessage,Live longer!
Botan_HauntedForest_Area4_ChannelerHeidi_DefeatMessage,Chompers!*Load State 1!
Botan_HauntedForest_Area5_HealPlatform,Entered purified, protected~zone!*<Player.Name>'s Pokémon are fully~healed!
Botan_HauntedForest_Area5_HealPlatformChanneler,Rest here and let your~party's energy return!!
Botan_HauntedForest_Area5_ChannelerTara_IntroMessage,Stop 'n' Swop is...
Botan_HauntedForest_Area5_ChannelerTara_OutroMessage,Oops, I forgot!
Botan_HauntedForest_Area5_ChannelerTara_DefeatMessage,Theory!
Botan_HauntedForest_Area5_ChannelerKerry_IntroMessage,Child!
Botan_HauntedForest_Area5_ChannelerKerry_OutroMessage,Ha?
Botan_HauntedForest_Area5_ChannelerKerry_DefeatMessage,I hate kids!
Botan_HauntedForest_Area5_ChannelerCatherin_IntroMessage,Useless dialogue!
Botan_HauntedForest_Area5_ChannelerCatherin_OutroMessage,Whoo!
Botan_HauntedForest_Area5_ChannelerCatherin_DefeatMessage,I don't want to say anything.
Botan_HauntedForest_Area5_ChannelerNami_IntroMessage,Rot in hell!
Botan_HauntedForest_Area5_ChannelerNami_OutroMessage,Gasp!
Botan_HauntedForest_Area5_ChannelerNami_DefeatMessage,Satan forever!
Botan_HauntedForest_Area6_ChannelerPaula_IntroMessage,Getting tired?
Botan_HauntedForest_Area6_ChannelerPaula_OutroMessage,Groan!
Botan_HauntedForest_Area6_ChannelerPaula_DefeatMessage,I like stopping people.
Botan_HauntedForest_Area6_ChannelerAshanti_IntroMessage,Enough?*Never!
Botan_HauntedForest_Area6_ChannelerAshanti_OutroMessage,Keee!
Botan_HauntedForest_Area6_ChannelerAshanti_DefeatMessage,What's going on here?
Botan_HauntedForest_Area6_ChannelerShaundi_IntroMessage,Stuff.
Botan_HauntedForest_Area6_ChannelerShaundi_OutroMessage,Other stuff.
Botan_HauntedForest_Area6_ChannelerShaundi_DefeatMessage,Even more stuff!
Botan_HauntedForest_Area6_MissingNo_NoVirusScanner_StartBattle,Your game was erased!
Botan_HauntedForest_Area6_MissingNo_WithVirusScanner_StartBattle,Your game was erased!*<Player.Name> used Virus Scanner!
Botan_HauntedForest_Area6_MissingNo_WithVirusScanner_AfterBattle,The MissingNo. was really just~a Kangaskhan!*Luckily the virus is now~removed!*The MissingNo. vanished!
Botan_HauntedForest_Area7_RocketGruntKlay_IntroMessage,What do you want?~Why are you here?
Botan_HauntedForest_Area7_RocketGruntKlay_OutroMessage,I give up!
Botan_HauntedForest_Area7_RocketGruntKlay_DefeatMessage,I'm not going to forget this!
Botan_HauntedForest_Area7_RocketGruntRolf_IntroMessage,No need to raise my Pokémon!*I magically had 99 Rare~Candies in my bag!
Botan_HauntedForest_Area7_RocketGruntRolf_OutroMessage,Please! No more!
Botan_HauntedForest_Area7_RocketGruntRolf_DefeatMessage,Why did the candies fail me?*Forget this!
Botan_HauntedForest_Area7_RocketGruntIzzy_IntroMessage,Deja Vu, huh?
Botan_HauntedForest_Area7_RocketGruntIzzy_OutroMessage,Don't fight us Rockets!
Botan_HauntedForest_Area7_RocketGruntIzzy_DefeatMessage,Gah, not again!
Botan_HauntedForest_Area7_MrRumiko,Mr. Rumiko: Finally! Somebody~found me!*The Rockets held me hostage~because they thought I knew~more about the MissingNo.!*<Player.Name>: Luckily they didn't~get any information out of~you, right?*Mr. Rumiko: What information?~I was just having my daily~stroll through the forest!*Anyhow, as a reward for~saving me, I've got a special~gift for you!*Let's get out of this dark~forest, first of all!

[Route 58 - Botan City Gate]
Route58_Botan_Gate_Guard,That forest scares me!*Some scientists from the~Manor at Castro Valley said~there are no ghosts and some~kind of virus was responsible...*They said they were developing~a scanner or something, but I~don't buy it!*Ghosts are really scary!

[Route 58]
Route58_Main_Sign_Route,Route 58~Tan Boat Creek*Botan City - Castro Valley
Route58_Main_JrTrainerFemaleAleah_IntroMessage,You want to battle me?*Hope I can win for once!
Route58_Main_JrTrainerFemaleAleah_OutroMessage,Ugh! I hate losing!
Route58_Main_JrTrainerFemaleAleah_DefeatMessage,Get out of here!
Route58_Main_JrTrainerMaleGib_IntroMessage,I'm bored!~So lets battle, okay?
Route58_Main_JrTrainerMaleGib_OutroMessage,Nothing goes right today!
Route58_Main_JrTrainerMaleGib_DefeatMessage,Still bored...
Route58_Main_BugCatcherJarrod_IntroMessage,What?!*How did you get here?
Route58_Main_BugCatcherJarrod_OutroMessage,Wow, that's amazing!
Route58_Main_BugCatcherJarrod_DefeatMessage,Do you have a spare passport~I could have?*...*Right, I thought so.
Route58_Main_JrTrainerFemaleDelia_IntroMessage,Let's try this one last time!
Route58_Main_JrTrainerFemaleDelia_OutroMessage,Nope, not even a chance!
Route58_Main_JrTrainerFemaleDelia_DefeatMessage,Maybe I'm just not trainer~material...
Route58_Main_JrTrainerMaleCarlos_IntroMessage,Let me interrupt you!
Route58_Main_JrTrainerMaleCarlos_OutroMessage,I didn't start it!
Route58_Main_JrTrainerMaleCarlos_DefeatMessage,Stop bugging me for no~reason!

Route58_InternationalTunnel_1F_Miner,I've built this ladder, so all~I need to do now is mine up to~Silk Tunnel!*It'll take me some time to~finish, but I don't mind.*I love to dig!
Route58_InternationalTunnel_B1F_BorderPatrol,Border Patrol!*Without a passport you are~not allowed into Naljo!

[Castro Valley]
Castro_Main_OldLady,The S.S. Anne just came for~its final stop!
Castro_Main_Gambler_Purple,Do you see the S.S. Anne~moored in the harbor?*It's undergoing maintenance,~so it will be a while until it~sets sail again.
Castro_Main_Gambler_Red,The International Tunnel near~Castro Valley leads to the~Naljo region, but you need a~passport to be able to~go through.*Unfortunately, due to~relationship problems between~the two regions, Rijon has~stopped giving them out for~the time being.*It's rumored that you can find~some pretty rare Pokémon in~the tunnel, though.
Castro_Main_Sailor_Harbor,Welcome to the Castro Valley~Harbor!
Castro_Main_Harbor_NoTicket,Welcome to the Castro Valley~Harbor!*Excuse me, do you have a~ticket?*<Player.Name>: Sorry, I don't~have that.*Sorry! You need an~S.S. Ticket to get aboard.
Castro_Main_Harbor_HaveTicket,Welcome to the Castro Valley~Harbor!*Excuse me, do you have a~ticket?*<Player.Name>: Sure do!~Here you go!*Ah, good!*Oh, but the S.S. Anne will~not be leaving for a while.*Perhaps that other boat in~the harbor still needs~passengers?
Castro_Main_Sailor_Other,S.S. Anne is a famous luxury~cruise ship.
Castro_Main_Sailor_CastroManor,The abandoned Castro Manor~is nearly two-hundred years~old.*It was once the heart of~Castro Valley.*My granny told me stories~about the Castro family,~who once owned it.
Castro_Main_Officer_CastroManor,Fifty years ago, the Castro~Manor was acquired by a rich~and peculiar scientist, who~repurposed the manor as a~research facility, but it has~since been abandoned.*Isn't that a shame?*I see you are a seasoned~trainer, so I'll allow you to~enter, but please be careful!
Castro_Main_CastroGrandson,My relatives founded this~town, as well as its famous~manor.*They've since long passed, but~Castro Valley was built around~their naval activities.*It's still the core of Rijon's~maritime economy.
Castro_Main_Marill_Cry,Marill: Marill Marill!*It looks lost...
Castro_Main_JappaWakka,JappaWakka: Hiya!~You must be <Player.Name>!*My name is JappaWakka, but~you can call me Jappa if~you want!*I've heard a lot about you.*Rijon Champion, huh?~That's pretty special!*Would you like to join me~and some other folks on a~short ocean trip?~We got a great dance club and~we'll be back in no time,~no worries.*<Player.Name>: Sure, why not?*JappaWakka: Great, I'll start~the engine!*See you inside!
Castro_Main_Mew,Mew!
Castro_Main_Sign_City,Castro Valley*The Courtly Little Port Town.
Castro_Main_Sign_Forest,Castro Forest Entrance
Castro_Main_Sign_Gym,Castro Valley~Pokémon Gym~Leader: Koji*Calm as a Breeze,~Overwhelming as a Storm!
Castro_Main_Sign_CastroManor,Please restrain from~entering, as Castro Manor~is now abandoned and~rampant with wild Pokémon.*In hope of restoring the~former glory of this very~important piece of Castro's~history, a blueprint and~budget for restoration have~been approved.*Castro's Mayor

Castro_PokeCenter_BenchGuy,It is true that a higher level~Pokémon will be more~powerful...*But, all Pokémon will have~weak points against specific~types.*So there is no universally~strong Pokémon.
Castro_PokeCenter_Sailor,My Pokémon was poisoned!*It almost fainted while we~were walking!
Castro_PokeCenter_Fisherman,Are you interested in fishing?~An old rod might not seem~much, but a friend of mine~caught a Gyarados once!*It scared the heck out of us,~that's why we only use a~Good Rod now.*With it you can only fish~for Marill, Goldeen, Poliwag~and Wooper, so it's safer!

Castro_PunchTutorHouse_MoveTutor_Intro,Hooha!*Oh, hi there kid.~I'm training to beat my~rival, Koji!*Do you want to train with me?*I could teach one of your~Pokémon a move or two...~for a price.*What do you want to learn?
